time,symbol,timeframe,open,high,low,close,tick_volume,real_volume,spread,timestamp,SMA_5,EMA_5,SMA_10,EMA_10,SMA_20,EMA_20,SMA_50,EMA_50,SMA_100,EMA_100,SMA_200,EMA_200,WMA_10,WMA_20,WMA_50,MACD,MACD_signal,MACD_hist,ADX,ADX_plus,ADX_minus,SAR,RSI_14,RSI_21,RSI_28,STOCH_K,STOCH_D,WILLR,ROC_10,ROC_20,ROC_50,MOM,CCI,BB_upper,BB_middle,BB_lower,BB_pct_b,BB_width,ATR_14,ATR_21,ATR_pct,KELT_upper,KELT_middle,KELT_lower,DONCH_upper,DONCH_lower,DONCH_middle,VOL_SMA_10,VOL_SMA_20,VOL_SMA_50,VOL_ratio,OBV,OBV_SMA,MFI,VWAP,PATTERN_DOJI,PATTERN_HAMMER,PATTERN_INVERTED_HAMMER,PATTERN_SHOOTING_STAR,PATTERN_ENGULFING,PATTERN_HARAMI,PATTERN_MORNING_STAR,PATTERN_EVENING_STAR,PATTERN_THREE_WHITE_SOLDIERS,PATTERN_THREE_BLACK_CROWS,HL_range,HL_range_pct,body_size,body_size_pct,upper_shadow,lower_shadow,is_bullish,resistance,support,dist_to_resistance,dist_to_support,returns,log_returns,volatility_10,skew_10,kurt_10,volatility_20,skew_20,kurt_20,volatility_50,skew_50,kurt_50,zscore_20,hour,day_of_week,day_of_month,week_of_year,month,quarter,year,is_weekend,is_monday,is_friday,is_month_start,is_month_end,is_quarter_start,is_quarter_end,session_sydney,session_tokyo,session_london,session_newyork,overlap_london_newyork,overlap_tokyo_london,main_session,is_liquid_hours,is_low_liquidity,is_peak_hours,hours_since_london_open,hours_since_ny_open,hour_sin,hour_cos,day_sin,day_cos,dom_sin,dom_cos,month_sin,month_cos,minutes_since_midnight,time_of_day_normalized,days_since_month_start,days_to_month_end,is_first_hour_london,is_last_hour_ny,is_first_day_of_week,is_last_day_of_week,is_first_5_days,is_last_5_days,week_of_month,future_price,target
2025-10-29 05:00:00,XAUUSD,H1,3961.22,3972.16,3958.37,3963.37,4540,0,6,2025-10-29 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4540.0,,,3964.633333333333,0,0,0,0,0,0,0,0,0,0,13.789999999999964,0.3479362259894979,2.150000000000091,0.05424676474818377,8.789999999999964,2.849999999999909,1,,,,,,,,,,,,,,,,,5,2,29,44,10,4,2025,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,21,16,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,-0.20791169081775898,0.9781476007338057,-0.8660254037844386,0.5000000000000001,300,0.20833333333333334,28,2,0,0,0,0,0,1,5,4001.5,1
2025-10-29 06:00:00,XAUUSD,H1,3963.38,3965.05,3951.36,3952.0,4531,0,10,2025-10-29 06:00:00,,,,,,,,,,,,,,,,,,,,,,3972.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,3960.3892150810275,0,0,0,0,0,0,0,0,0,0,13.690000000000055,0.3464068825910945,11.38000000000011,0.28795546558704727,1.6700000000000728,0.6399999999998727,0,,,,,-0.0028687707683108243,-0.0028728935779898696,,,,,,,,,,,6,2,29,44,10,4,2025,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,22,17,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,-0.20791169081775898,0.9781476007338057,-0.8660254037844386,0.5000000000000001,360,0.25,28,2,0,0,0,0,0,1,5,4016.9,1
2025-10-29 07:00:00,XAUUSD,H1,3951.07,3966.34,3950.76,3962.61,4910,0,5,2025-10-29 07:00:00,,,,,,,,,,,,,,,,,,,,,,3971.7439999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4919.0,,,3960.2185778318194,0,0,0,0,0,0,0,0,0,0,15.579999999999927,0.39317520523089394,11.539999999999964,0.29122219950991807,3.730000000000018,0.30999999999994543,1,,,,,0.00268471659919034,0.002681119184834932,,,,,,,,,,,7,2,29,44,10,4,2025,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,23,18,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-0.20791169081775898,0.9781476007338057,-0.8660254037844386,0.5000000000000001,420,0.2916666666666667,28,2,0,0,0,0,0,1,5,4024.01,1
2025-10-29 08:00:00,XAUUSD,H1,3962.52,3985.06,3959.89,3978.25,5019,0,5,2025-10-29 08:00:00,,,,,,,,,,,,,,,,,,,,,,3950.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9938.0,,,3963.96471245614,0,0,0,0,0,0,0,0,0,0,25.170000000000073,0.63269025325206,15.730000000000018,0.39539998743166016,6.809999999999945,2.630000000000109,1,,,,,0.003946893587811973,0.0039391250376998475,,,,,,,,,,,8,2,29,44,10,4,2025,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,0,0,19,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.20791169081775898,0.9781476007338057,-0.8660254037844386,0.5000000000000001,480,0.3333333333333333,28,2,1,0,0,0,0,1,5,4023.35,1
2025-10-29 09:00:00,XAUUSD,H1,3977.27,4001.6,3975.05,4001.5,5156,0,5,2025-10-29 09:00:00,3971.546,3971.546,,,,,,,,,,,,,,,,,,,,3950.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15094.0,,,3970.101700198708,0,0,0,0,0,0,0,0,0,0,26.549999999999727,0.6635011870548476,24.230000000000018,0.6055229289016624,0.09999999999990905,2.2199999999998,1,,,,,0.005844278263055447,0.0058272667168076785,,,,,,,,,,,9,2,29,44,10,4,2025,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,20,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,-0.20791169081775898,0.9781476007338057,-0.8660254037844386,0.5000000000000001,540,0.375,28,2,0,0,0,0,0,1,5,4016.09,1
2025-10-29 10:00:00,XAUUSD,H1,4001.66,4018.16,4000.57,4016.9,5335,0,5,2025-10-29 10:00:00,3982.2520000000004,3986.6639999999998,,,,,,,,,,,,,,,,,,,,3952.7936000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20429.0,,,3977.658902263967,0,0,0,0,0,0,0,0,0,0,17.58999999999969,0.4378998730364134,15.240000000000236,0.37939704747442643,1.2599999999997635,1.0899999999996908,1,,,,,0.003848556791203217,0.003841170042664051,,,,,,,,,,,10,2,29,44,10,4,2025,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,2,21,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.20791169081775898,0.9781476007338057,-0.8660254037844386,0.5000000000000001,600,0.4166666666666667,28,2,0,0,0,0,0,1,5,4025.48,1
2025-10-29 11:00:00,XAUUSD,H1,4016.42,4029.5,4013.42,4024.01,5206,0,5,2025-10-29 11:00:00,3996.654000000001,3999.1126666666664,,,,,,,,,,,,,,,,,,,,3956.7155840000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25635.0,,,3984.358432909665,0,0,0,0,0,0,0,0,0,0,16.079999999999927,0.3996013926406725,7.5900000000001455,0.18861782152629206,5.489999999999782,3.0,1,,,,,0.0017700216584928263,0.0017684570161854982,,,,,,,,,,,11,2,29,44,10,4,2025,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,3,22,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,-0.20791169081775898,0.9781476007338057,-0.8660254037844386,0.5000000000000001,660,0.4583333333333333,28,2,0,0,0,0,0,1,5,4012.4,0
2025-10-29 12:00:00,XAUUSD,H1,4024.18,4029.72,4017.46,4023.35,5092,0,6,2025-10-29 12:00:00,4008.8020000000006,4007.1917777777776,,,,,,,,,,,,,,,,,,,,3962.5383372800006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20543.0,,,3989.368857389395,0,0,0,0,0,0,0,0,0,0,12.259999999999764,0.30472119005305937,0.8299999999999272,0.020629574856771776,5.539999999999964,5.889999999999873,0,,,,,-0.00016401549697941942,-0.0001640289489919566,,,,,,,,,,,12,2,29,44,10,4,2025,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,4,23,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,-0.20791169081775898,0.9781476007338057,-0.8660254037844386,0.5000000000000001,720,0.5,28,2,0,0,0,0,0,1,5,4008.53,0
2025-10-29 13:00:00,XAUUSD,H1,4023.44,4028.72,4013.5,4016.09,5090,0,5,2025-10-29 13:00:00,4016.3700000000003,4010.157851851852,,,,,,,,,,,,,,,,,,,,3969.2565035520006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15453.0,,,3992.7790302814224,0,0,0,0,0,0,0,0,0,0,15.2199999999998,0.3789755707665864,7.349999999999909,0.18301382688136741,5.279999999999745,2.5900000000001455,0,,,,,-0.0018044664272309774,-0.0018060964379360187,,,,,,,,,,,13,2,29,44,10,4,2025,0,0,0,0,0,0,0,0,0,1,1,1,0,3,1,0,1,5,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,-0.20791169081775898,0.9781476007338057,-0.8660254037844386,0.5000000000000001,780,0.5416666666666666,28,2,0,0,0,0,0,1,5,3993.03,0
2025-10-29 14:00:00,XAUUSD,H1,4016.68,4030.22,4014.03,4025.48,5347,0,5,2025-10-29 14:00:00,4021.166,4015.265234567901,3996.3560000000007,3996.3560000000007,,,,,,,,,4009.6650909090913,,,,,,,,,3975.3028531968007,,,,,,,,,,,,,,,,,,,,,,,,,,5022.6,,,,20800.0,,,3996.0222236159216,0,0,0,0,0,0,0,0,0,0,16.1899999999996,0.4021880620447648,8.800000000000182,0.21860747041347073,4.739999999999782,2.649999999999636,1,,,,,0.0023380950128109035,0.002335365921754757,,,,,,,,,,,14,2,29,44,10,4,2025,0,0,0,0,0,0,0,0,0,1,1,1,0,3,1,0,1,6,1,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-0.20791169081775898,0.9781476007338057,-0.8660254037844386,0.5000000000000001,840,0.5833333333333334,28,2,0,0,0,0,0,1,5,3992.97,0
