time,symbol,timeframe,open,high,low,close,tick_volume,real_volume,spread,timestamp,SMA_5,EMA_5,SMA_10,EMA_10,SMA_20,EMA_20,SMA_50,EMA_50,SMA_100,EMA_100,SMA_200,EMA_200,WMA_10,WMA_20,WMA_50,MACD,MACD_signal,MACD_hist,ADX,ADX_plus,ADX_minus,SAR,RSI_14,RSI_21,RSI_28,STOCH_K,STOCH_D,WILLR,ROC_10,ROC_20,ROC_50,MOM,CCI,BB_upper,BB_middle,BB_lower,BB_pct_b,BB_width,ATR_14,ATR_21,ATR_pct,KELT_upper,KELT_middle,KELT_lower,DONCH_upper,DONCH_lower,DONCH_middle,VOL_SMA_10,VOL_SMA_20,VOL_SMA_50,VOL_ratio,OBV,OBV_SMA,MFI,VWAP,PATTERN_DOJI,PATTERN_HAMMER,PATTERN_INVERTED_HAMMER,PATTERN_SHOOTING_STAR,PATTERN_ENGULFING,PATTERN_HARAMI,PATTERN_MORNING_STAR,PATTERN_EVENING_STAR,PATTERN_THREE_WHITE_SOLDIERS,PATTERN_THREE_BLACK_CROWS,HL_range,HL_range_pct,body_size,body_size_pct,upper_shadow,lower_shadow,is_bullish,resistance,support,dist_to_resistance,dist_to_support,returns,log_returns,volatility_10,skew_10,kurt_10,volatility_20,skew_20,kurt_20,volatility_50,skew_50,kurt_50,zscore_20,hour,day_of_week,day_of_month,week_of_year,month,quarter,year,is_weekend,is_monday,is_friday,is_month_start,is_month_end,is_quarter_start,is_quarter_end,session_sydney,session_tokyo,session_london,session_newyork,overlap_london_newyork,overlap_tokyo_london,main_session,is_liquid_hours,is_low_liquidity,is_peak_hours,hours_since_london_open,hours_since_ny_open,hour_sin,hour_cos,day_sin,day_cos,dom_sin,dom_cos,month_sin,month_cos,minutes_since_midnight,time_of_day_normalized,days_since_month_start,days_to_month_end,is_first_hour_london,is_last_hour_ny,is_first_day_of_week,is_last_day_of_week,is_first_5_days,is_last_5_days,week_of_month,future_price,target
2025-10-29 15:00:00,XAUUSD,H1,4025.36,4025.36,4002.58,4012.4,5705,0,5,2025-10-29 15:00:00,4020.2660000000005,4014.310156378601,4001.2590000000005,3999.2730909090915,,,,,,,,,4012.582181818182,,,,,,,,,3981.8929108131847,,,,,,,1.2370785467922474,,,49.0300000000002,,,,,,,,,,,,,,,,5139.1,,,,15095.0,,,3997.7995286454134,0,0,0,0,0,0,0,0,0,0,22.7800000000002,0.5677400059814625,12.960000000000036,0.3229987040175465,0.0,9.820000000000164,0,,,,,-0.003249301946600114,-0.0032545923914472146,0.00311235413643111,-0.22911706712583987,-1.233683798909826,,,,,,,,15,2,29,44,10,4,2025,0,0,0,0,0,0,0,0,0,1,1,1,0,3,1,0,1,7,2,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,-0.20791169081775898,0.9781476007338057,-0.8660254037844386,0.5000000000000001,900,0.625,28,2,0,0,0,0,0,1,5,3994.68,0
2025-10-29 16:00:00,XAUUSD,H1,4012.14,4022.32,4007.75,4008.53,5609,0,10,2025-10-29 16:00:00,4017.1700000000005,4012.383437585734,4006.9120000000003,4000.9561652892567,,,,,,,,,4013.9041818181827,,,,,,,,,3987.6921615156025,,,,,,,1.4304149797570886,,,56.5300000000002,,,,,,,,,,,,,,,,5246.9,,,,9486.0,,,3999.1728074423127,0,0,100,0,0,0,0,0,0,0,14.570000000000164,0.3634748897975109,3.6099999999996726,0.09005795141859166,10.180000000000291,0.7800000000002001,0,,,,,-0.000964510018941267,-0.0009649754580340988,0.0028832185714724582,-0.19753410498600374,-0.9133799069399028,,,,,,,,16,2,29,44,10,4,2025,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,8,3,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.20791169081775898,0.9781476007338057,-0.8660254037844386,0.5000000000000001,960,0.6666666666666666,28,2,0,0,0,0,0,1,5,3969.38,0
2025-10-29 17:00:00,XAUUSD,H1,4008.65,4012.03,3989.12,3993.03,5546,0,5,2025-10-29 17:00:00,4011.1060000000007,4005.932291723823,4009.954,3999.515044327574,,,,,,,,,4011.3801818181823,,,,,,,,,4030.22,,,,,,,0.7676758500079428,,,30.420000000000073,,,,,,,,,,,,,,,,5310.5,,,,3940.0,,,3999.0808116447533,0,0,0,0,0,0,0,0,0,0,22.91000000000031,0.5737497589549867,15.61999999999989,0.39118163399723743,3.380000000000109,3.9100000000003092,0,,,,,-0.0038667541467819477,-0.003874249368289152,0.0032819454649279795,0.03563550232145959,-1.2566321986886098,,,,,,,,17,2,29,44,10,4,2025,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,9,4,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-0.20791169081775898,0.9781476007338057,-0.8660254037844386,0.5000000000000001,1020,0.7083333333333334,28,2,0,0,0,0,0,1,5,3945.78,0
2025-10-29 18:00:00,XAUUSD,H1,3993.06,4001.18,3991.52,3992.97,4836,0,5,2025-10-29 18:00:00,4006.482000000001,4001.611527815882,4011.4260000000004,3998.325036268015,,,,,,,,,4008.292181818182,,,,,,,,,4029.3979999999997,,,,,,-46.87893279637578,0.3700119399233204,,,14.7199999999998,-8.064174585384865,,,,,,,,,,,,,,,5292.2,,,,-896.0,,,3998.821436695308,100,0,0,0,0,0,0,0,0,0,9.659999999999854,0.2419251835100152,0.09000000000014552,0.0022539613370535097,8.11999999999989,1.449999999999818,0,,,,,-1.5026183124211556e-05,-1.5026296018432112e-05,0.0030892910676704423,0.37324469965675855,-0.5494645703872533,,,,,,,,18,2,29,44,10,4,2025,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,10,5,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-0.20791169081775898,0.9781476007338057,-0.8660254037844386,0.5000000000000001,1080,0.75,28,2,0,0,0,0,0,1,5,3930.07,0
2025-10-29 19:00:00,XAUUSD,H1,3992.86,3997.76,3985.52,3994.68,4737,0,6,2025-10-29 19:00:00,4000.322000000001,3999.301018543921,4010.744,3997.6623024011033,,,,,,,,,4005.2474545454543,,,,,,,27.393739829372226,19.66931726626279,4028.59244,61.60403231784147,,,,,-44.72690661968305,-0.17043608646757358,,,-6.820000000000164,-25.5274179703827,,,,,,17.186428571428515,,0.4302329240747323,,,,,,,5250.3,,,,3841.0,,50.02152024383604,3998.440290246415,0,0,0,0,100,0,0,0,0,0,12.240000000000236,0.3064075220042716,1.819999999999709,0.04556059559213026,3.080000000000382,7.3400000000001455,1,,,,,0.0004282526540395626,0.00042816098004387073,0.0024275217619109265,0.03178560279403651,-0.5756347030413872,,,,,,,,19,2,29,44,10,4,2025,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,11,6,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,-0.20791169081775898,0.9781476007338057,-0.8660254037844386,0.5000000000000001,1140,0.7916666666666666,28,2,0,0,0,0,0,1,5,3941.41,0
2025-10-29 20:00:00,XAUUSD,H1,3994.59,4006.87,3943.03,3969.38,6593,0,5,2025-10-29 20:00:00,3991.7180000000008,3989.3273456959473,4005.9919999999997,3992.520065600903,,,,,,,,,3997.7267272727267,,,,,,,20.9670225002976,30.669421588323665,4026.8695424,51.25306565845845,,,,,-69.7786443399472,-1.183001817321816,,,-47.51999999999998,-107.88822399527348,,,,,,20.518826530612166,,0.5169277451544616,,,,,,,5376.1,,,,-2752.0,,48.627772125988656,3996.4329812697188,0,0,0,0,0,0,0,0,0,0,63.83999999999969,1.6083116254931422,25.210000000000036,0.6351117806811148,12.279999999999745,26.34999999999991,0,,,,,-0.006333423453192655,-0.0063535646664356895,0.002678099194721441,-0.6374896333892999,-0.044411009452544094,,,,,,,,20,2,29,44,10,4,2025,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,12,7,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.20791169081775898,0.9781476007338057,-0.8660254037844386,0.5000000000000001,1200,0.8333333333333334,28,2,0,0,0,0,0,1,5,3952.81,0
2025-10-29 21:00:00,XAUUSD,H1,3969.5,3979.57,3928.04,3945.78,6321,0,5,2025-10-29 21:00:00,3979.1680000000006,3974.8115637972983,3998.1689999999994,3984.021871855284,,,,,,,,,3986.7790909090904,,,,,,,17.4154239483308,30.40185845996287,4021.839169856,43.851371792498306,,,,,-82.6384811117633,-1.9440806558631785,,,-78.23000000000002,-183.93741758437383,,,,,,22.73391034985417,,0.5761575746710199,,,,,,,5487.6,,,,-9073.0,,41.30661534308967,3993.2360341471945,0,0,0,0,0,0,0,0,0,0,51.5300000000002,1.305952181824638,23.7199999999998,0.6011485688507672,10.070000000000164,17.740000000000236,0,,,,,-0.005945512901259109,-0.005963257833195607,0.0028384296943433675,-0.2998793763992884,-0.86225258135714,,,,,,,,21,2,29,44,10,4,2025,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,0,0,13,8,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,-0.20791169081775898,0.9781476007338057,-0.8660254037844386,0.5000000000000001,1260,0.875,28,2,0,1,0,0,0,1,5,3950.27,1
2025-10-29 22:00:00,XAUUSD,H1,3945.54,3954.03,3927.89,3930.07,5010,0,5,2025-10-29 22:00:00,3966.576000000001,3959.8977091981988,3988.8409999999994,3974.2124406088687,,,,,,,,,3974.3974545454544,,,,,,,15.940345979767963,27.875439176190785,4014.33523626752,39.73741480677697,,,16.571079033605308,32.35385791926848,-97.86963744747358,-2.3184659549877473,,,-93.27999999999975,-195.88850697770826,,,,,,22.977202467721753,,0.5846512267649623,,,,,,,5479.4,,,,-14083.0,,34.733880442459586,3990.274727875693,0,0,0,0,0,0,0,0,0,0,26.140000000000327,0.6651281020439923,15.4699999999998,0.3936316655937375,8.490000000000236,2.180000000000291,0,,,,,-0.003981468809715727,-0.00398941595788587,0.002827080289195934,0.11986076506630633,-0.8980146956850089,,,,,,,,22,2,29,44,10,4,2025,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,14,9,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,-0.20791169081775898,0.9781476007338057,-0.8660254037844386,0.5000000000000001,1320,0.9166666666666666,28,2,0,0,0,0,0,1,5,3947.94,1
2025-10-30 00:00:00,XAUUSD,H1,3927.13,3948.33,3916.16,3941.41,5051,0,5,2025-10-30 00:00:00,3956.2640000000015,3953.7351394654656,3981.3729999999996,3968.2483604981653,,,,,,,,,3965.7736363636363,,,,,,,14.331539084694429,28.74210740550097,4005.690712640768,43.833557108193006,,,13.876450982329311,21.577617552934473,-77.8625284937752,-1.8595200804762957,,,-74.68000000000029,-152.53296841340182,,,,,,23.63383086288449,,0.5996288349317755,,,,,,,5475.5,,,,-9032.0,,27.985062755096596,3935.3,0,0,0,0,0,0,0,0,0,0,32.17000000000007,0.8162053681296813,14.279999999999745,0.3623068901738146,6.920000000000073,10.970000000000255,1,,,,,0.002885444788515157,0.002881289883282265,0.003278632473760534,0.0978567619690029,-1.3594732754822552,,,,,,,,0,3,30,44,10,4,2025,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,16,11,0.0,1.0,0.43388373911755823,-0.900968867902419,-1.133107779529596e-15,1.0,-0.8660254037844386,0.5000000000000001,0,0.0,29,1,0,0,0,0,0,1,5,3921.86,0
2025-10-30 01:00:00,XAUUSD,H1,3941.3,3953.94,3939.56,3952.81,4344,0,5,2025-10-30 01:00:00,3947.8900000000017,3953.426759643644,3974.105999999999,3965.441385862135,3985.2310000000007,3985.2310000000007,,,,,,,3960.580363636364,3979.876666666667,,,,,,15.475095452661106,27.41038466938915,3994.947027123876,47.683402168416336,,,18.800015058569105,16.415848358167906,-67.86778888304391,-1.805250553971205,,,-72.67000000000007,-94.16292137960501,4045.649792407496,3985.2310000000007,3924.8122075925053,0.2316977159909384,0.030321350209057088,22.972842944107036,,0.5811775153398984,4033.9830832220346,3985.2310000000007,3936.478916777967,4030.22,3916.16,3973.1899999999996,5375.2,5198.9,,0.835561368751082,-4688.0,6459.9,26.955046437941675,3941.528172432145,0,0,0,0,0,0,0,0,0,0,14.38000000000011,0.36379183416354716,11.509999999999764,0.29118525808221907,1.1300000000001091,1.7400000000002365,1,4030.22,3916.16,1.9583536775104258,0.9271885064043072,0.0028923659299591176,0.002888191087799538,0.003361327254611028,0.1514810800508138,-1.3175443238941473,,,,,,,-1.0460348737886476,1,3,30,44,10,4,2025,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,17,12,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,-1.133107779529596e-15,1.0,-0.8660254037844386,0.5000000000000001,60,0.041666666666666664,29,1,0,0,0,0,0,1,5,3938.01,0
2025-10-30 02:00:00,XAUUSD,H1,3952.81,3964.19,3938.13,3950.27,4899,0,10,2025-10-30 02:00:00,3944.0680000000016,3952.374506429096,3967.8929999999987,3962.68295206902,3984.576000000001,3981.9013809523817,,,,,,,3956.2465454545454,3976.547047619048,,,,,,17.45351675850962,25.137307533678133,3985.492583869011,46.91185499239973,,,28.05833187211417,20.24493263767086,-70.09468700683838,-1.5484498056026363,-0.33052679916333316,,-62.13000000000011,-74.51220297507972,4046.2005731503777,3984.576000000001,3922.951426849624,0.2216532444266417,0.030931558665402193,23.193354162385102,,0.5871333899299314,4030.990255852212,3981.9013809523817,3932.8125060525513,4030.22,3916.16,3973.1899999999996,5294.6,5216.85,,0.9390724287644843,-9587.0,5753.55,26.563351657045743,3944.727623478383,100,0,0,0,0,0,0,0,0,0,26.059999999999945,0.6597017419062481,2.5399999999999636,0.06429940231933422,11.38000000000011,12.139999999999873,0,4030.22,3916.16,2.0239122895396977,0.8634852807529644,-0.0006425808475489792,-0.0006427873911071602,0.0033387372688920493,-0.12184023636875799,-1.2511743587269781,0.0034518924156174027,-0.19530811587760324,-0.8622692415721496,,,,-1.0851954332424651,2,3,30,44,10,4,2025,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,18,13,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-1.133107779529596e-15,1.0,-0.8660254037844386,0.5000000000000001,120,0.08333333333333333,29,1,0,0,0,0,0,1,5,3972.7,1
2025-10-30 03:00:00,XAUUSD,H1,3951.01,3966.44,3945.17,3947.94,5405,0,5,2025-10-30 03:00:00,3944.5000000000014,3950.8963376193974,3961.833999999999,3960.002415329198,3984.373000000001,3978.6669637188215,,,,,,,3952.618727272727,3973.0579047619053,,,,,,16.986418002440445,23.429496698971768,3977.1726738047296,46.17378488761752,46.60326685158282,,29.9666842012977,25.608343710660325,-72.13747150622461,-1.5115266693775609,-0.10273279352226439,,-60.590000000000146,-59.226724133202914,4046.450558940105,3984.373000000001,3922.295441059897,0.20655257212067998,0.031160515815213154,23.055971722214736,22.666666666666647,0.5840000537549895,4027.1009511286693,3978.6669637188215,3930.232976308974,4030.22,3916.16,3973.1899999999996,5274.2,5260.55,,1.0274591059870166,-14992.0,5003.5,26.78117108251767,3947.04769616055,0,0,0,0,0,0,0,0,0,0,21.269999999999982,0.5387619872642436,3.0700000000001637,0.07776207338511132,15.429999999999836,2.769999999999982,0,4030.22,3916.16,2.0841248853832566,0.8049767726966519,-0.000589833100015924,-0.0005900071199907199,0.0033481806140149544,-0.16021768618622073,-1.274780108347418,0.003394908467137017,-0.2876420646262166,-0.6688028026996214,,,,-1.144068692215516,3,3,30,44,10,4,2025,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,19,14,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,-1.133107779529596e-15,1.0,-0.8660254037844386,0.5000000000000001,180,0.125,29,1,0,0,0,0,0,1,5,3963.64,1
2025-10-30 04:00:00,XAUUSD,H1,3947.9,3948.03,3921.43,3921.86,4960,0,6,2025-10-30 04:00:00,3942.8580000000015,3941.217558412932,3954.716999999999,3953.067430723889,3982.335500000001,3973.2567766979814,,,,,,,3945.3507272727275,3967.1042857142866,,,,,,15.562457285181686,28.94703044031201,3969.851152948162,38.81293668364085,41.5890677919486,,20.921737097434285,26.315584390282055,-95.00263019463416,-1.78235575490292,-1.028362619586587,,-71.17000000000007,-97.85646891506507,4049.595198921214,3982.335500000001,3915.075801078788,0.05043286715540405,0.03377902184344484,23.309116599199424,22.85396825396825,0.5943383139428594,4022.1673653668445,3973.2567766979814,3924.3461880291184,4030.22,3916.16,3973.1899999999996,5215.6,5263.05,,0.9424193195960517,-19952.0,3759.95,26.868543344232886,3943.7071643889317,0,0,0,0,0,0,0,0,0,0,26.600000000000364,0.6782496060542794,26.039999999999964,0.6639706669794425,0.13000000000010914,0.43000000000029104,0,4030.22,3916.16,2.762974710978966,0.14533920129735056,-0.00660597678789443,-0.006627892823759241,0.0036593810793138343,-0.17822446217742227,-1.562303091926232,0.003629157570374906,-0.17663994675381373,-0.8401477339058604,,,,-1.7527353552032623,4,3,30,44,10,4,2025,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,20,15,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-1.133107779529596e-15,1.0,-0.8660254037844386,0.5000000000000001,240,0.16666666666666666,29,1,0,0,0,0,0,1,5,3976.72,1
